LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
1030.343018,7.082478046,1053.553566
445.25671389999997,5.247375965,399.1778565
425.35488889999993,5.804669857,561.0644474
664.9229126,6.418118954,774.3325305
930.8381957999999,6.8971419329999994,970.34996
602.5551147000001,5.975889206000001,616.8906455
703.6989136,6.111467837999999,662.240323
867.7232056,6.578147887999999,836.8999851
542.2039185,5.529679775,477.57847699999996
384.408905,5.660198212,516.2862451000001
67.96362305,4.313614845,183.5559246
0.0,3.3356990810000005,35.75788047
0.0,3.187710047,24.82552643
0.0,2.463830948,0.0
0.0,2.567734003,0.0
0.0,3.4660539630000002,48.2902305
3.180130959,3.096636057,19.83943602
46.62854004,3.4046289919999997,42.04609745
160.0903931,4.3560628889999995,192.1387186
139.1381989,4.324102879,185.6674044
159.9895935,4.472752094,216.25440519999998
90.93614197,4.021473885,126.9971679
215.25030519999996,4.681109905,261.350267
127.78780359999999,4.18219614,157.5901862
90.46923828,3.842041969,99.66811726
360.53549189999995,5.1176071169999995,365.4260456
713.5919188999999,6.308504105,733.0995675
189.0393982,4.401200771,201.3749415
241.39430240000002,4.747539043,276.31454110000004
243.7290955,4.753910065,277.7653232
572.3701172,6.110444069,661.8830074
484.8666077,5.786161900000001,555.2114239
454.5144043000001,5.665929794,518.0234625
414.9361877,5.512929916,472.7271227
527.4904785,5.972830772000001,615.8663439
338.8652039,5.327270985,420.65629800000005
399.23818969999996,5.578409195,491.84108719999995
680.9163208,6.348268986,747.9067038
742.4227905,6.551026821000001,826.0956102000001
460.5065918000001,5.719410896,534.3882373
678.9868164,6.368964195,755.6807647999999
784.2675781,6.58412981,839.2941810000001
730.9805298,6.490719795,802.3656156000001
570.5880127,5.945217133,606.6635037000001
386.16351319999995,5.3759851460000005,434.0221308
382.0061035,5.354347229,428.05971009999996
401.9544983,5.467133045,459.5946382
724.9763184,6.434974194,780.7890865
834.2346802000001,6.859965801,954.1764274
468.499115,5.715485096,533.1774022
449.1471863,5.656986237000001,515.3141051
435.91149900000005,5.543711185,481.662539
603.6257935,6.123125076,666.3168256
464.8263855000001,5.740540028,540.9313577
581.2266846,5.965441227,613.3956412
493.79360959999997,5.702354907999999,529.1387196000001
492.59878539999994,5.731276035,538.0570882999999
395.1559143,5.214464188,390.4867852
878.4708862,6.775430202000001,918.0202588999999
752.7116699,6.534729958,819.6430192
990.0070189999999,7.086670876,1055.48674
818.2962036,6.616002083,852.1189002999998
823.4569702,6.468023777000001,793.539665
1122.862061,7.221436977000001,1118.869774
1279.366943,7.700347900000001,1363.3540480000001
978.3087768999999,6.958967209,997.6237635
924.3413696,6.971994877,1003.431568
971.1400757000001,7.005173206,1018.319288
961.1303711000002,6.945459842999999,991.6245499
960.7725220000001,6.940730095,989.5292437999999
844.4735107000001,6.728840827999999,898.4566185000001
880.6934204,6.806196213,931.0800196
1021.51001,7.082595825,1053.607839
1114.597046,7.280872822,1147.611965
1170.302002,7.356275082000001,1184.7949800000001
1164.233032,7.494771957,1255.270172
1367.454956,7.794148922000001,1414.4105220000001
1644.892944,8.285707474,1697.605966
1596.380005,8.13335228,1607.261663
1556.074951,8.067358971,1568.80318
1590.2889400000001,8.167636871000001,1627.406737
1405.188965,7.793048859,1413.805673
1392.904053,7.702568053999999,1364.550178
1475.963013,7.892942905,1469.2984390000001
1619.301025,8.134918212999999,1608.1793539999999
1726.1540530000002,8.408372879,1771.8011969999998
1549.369995,7.931540966,1491.0400650000001
1190.880981,7.233718872000001,1124.768773
1647.857056,8.190999985,1641.197494
1368.785034,7.579988956,1299.436759
1115.713989,7.1150140760000005,1068.615426
1606.473999,8.114851952,1596.437618
1593.406982,8.196517944,1644.461973
1769.8489989999998,8.604018211,1892.51507
1941.516968,8.874915123,2063.687277
1659.796021,8.363389969,1744.4506
1618.573975,8.248006821,1675.056036
1338.369019,7.640113831,1331.136385
1475.067017,7.957067013,1505.50738
1624.197998,8.152338982,1618.4042439999998
1626.233032,8.21471405,1655.2466359999999
1779.641968,8.577458382,1875.970188
1551.359009,8.033430099,1549.1985029999998
1690.227051,8.353439331,1738.4222579999998
1922.421021,8.726878166,1969.6290010000002
1772.087036,8.461220741,1804.134712
2139.0629879999997,9.217158318,2284.818552
2132.4609379999997,9.271575927999999,2320.3270399999997
1810.967041,8.575583457999999,1874.8040170000002
1263.17395,7.44211483,1228.13517
891.6629027999999,6.606472015,848.2721436
958.3718872000002,6.7903079989999995,924.3216385
1101.489014,7.267638206,1141.169158
1034.672974,7.087847233,1056.029533
979.3325195,6.9560542110000005,996.3280443
1124.7459720000002,7.287734985,1150.962299
1525.14502,8.050027847,1558.774467
1686.546997,8.298155785,1705.0786100000003
1663.014038,8.202323913999999,1647.8998470000001
1849.946045,8.657298088,1925.8424079999998
1779.980957,8.508914948,1833.493952
1785.4909670000002,8.461088181000001,1804.053345
1712.746948,8.450180054,1797.362266
1513.8320310000001,8.032263756,1548.52664
1710.152954,8.566287994,1869.025892
1391.619995,7.901445866,1474.073956
1338.10498,7.784567833,1409.147311
1345.682983,8.078860283,1575.475002
1237.0389400000001,7.679223061,1352.003311
1382.876953,7.919365882999999,1484.164442
1581.2070310000001,8.497589111,1826.507109
1657.280029,8.663036346,1929.442431
1792.883057,8.832827567999999,2036.8300170000002
1827.432983,8.875398636,2063.996323
1638.8120119999999,8.463162422,1805.326696
1607.659058,8.460356712000001,1803.604382
1753.859009,8.915228844,2089.492403
1946.786011,9.456809997999999,2441.635839
1894.649048,9.094137192,2204.8459
1743.177002,8.899352074,2079.320514
2287.075928,9.916630745,2739.1662969999998
2417.468018,9.957641602,2765.482243
2154.219971,9.194907188,2270.320964
2075.1411129999997,9.162094116,2248.966879
2300.910889,9.676610947,2574.065964
2427.595947,9.960803032000001,2767.4886070000002
2779.174072,10.71094036,3160.542514
2931.556885,11.04899979,3289.469299
2655.802002,10.70044994,3156.099576
2575.279053,10.514690400000001,3072.763557
2535.159912,10.52427006,3077.281367
2589.065918,10.33158016,2981.62226
2817.375977,10.85610008,3219.233636
2776.999023,10.86408043,3222.312057
2768.256104,10.57656002,3101.514013
2595.400879,10.39573002,3014.601441
2319.236084,9.838890076,2687.790223
2442.781982,10.44797993,3040.620818
2403.86792,10.12432003,2867.009521
2531.895996,10.14515972,2879.105291
2283.076904,10.04936981,2822.418697
2020.1070559999998,9.611153603,2525.633943
2063.915039,9.423308372000001,2419.656578
1907.5479739999998,8.959085464,2117.649074
1731.685059,8.66688633,1931.858941
1888.3730469999998,9.087197304,2200.348676
1842.10498,8.949677467,2111.601895
1823.4709469999998,8.954240798999999,2114.534594
1886.972046,8.88651371,2071.1038120000003
1934.52002,9.246959686,2304.255575
1994.109009,9.360102654,2378.230881
1992.8459469999998,9.069522858,2188.902721
1857.858032,8.732018471,1972.875086
1714.6729739999998,8.589377403,1883.389111
1649.865967,8.430089951,1785.0624079999998
1785.511963,8.767066002,1995.047288
1952.824951,9.030150414,2163.44561
2028.206055,9.224302292,2289.47594
2174.708984,9.498869896,2469.2467070000002
1655.932983,8.372943878,1750.246118
2134.059082,9.38079834,2391.788381
2252.8520510000003,9.413167953,2413.0065449999997
1615.859009,8.528061867,1845.3263670000001
1706.092041,8.565681458,1868.6490670000003
1711.8339839999999,8.763092995,1992.5303940000001
317.1733093,9.566282272,2491.5591649999997
0.0,10.52122021,3075.845691
0.0,10.46809959,3050.4412899999998
0.0,11.10101986,3306.954917
1163.685059,9.800480842999999,2661.674336
2527.673096,9.999938011000001,2792.063456
2339.788086,9.722859383,2607.387446
2171.155029,9.373889923,2387.2619870000003
2216.825928,9.730586052,2612.882839
1841.412964,8.957921982,2116.901017
1786.317017,9.057930946,2181.401818
1948.667969,9.164011955,2250.214114
1581.8480220000001,8.180023193,1634.711835
1894.890991,9.265889168,2316.6130129999997
2006.22998,9.492073058999999,2464.783726
2406.449951,10.28394032,2956.380511
2488.691895,10.16551018,2890.791591
1987.7159420000003,9.500037192999999,2439.929436
1749.886963,8.786792755,2007.556912
1894.89502,9.09389782,2204.6907530000003
1853.515991,8.972174643999999,2126.068672
1977.8840329999998,9.199741364,2273.469506
1589.6719970000001,8.318736076,1717.461634
2455.656982,10.15659046,2885.684636
3088.490967,11.35853004,3384.866928
2698.138916,10.55745983,3092.7458420000003
2293.2919920000004,9.672380447,2570.981059
1993.777954,9.08069706,2196.137855
1628.4019779999999,8.200284004,1646.6916099999999
1824.6180420000003,8.713008881,1960.878195
1551.7089839999999,8.128398895,1604.360351
1260.786011,7.529695987999999,1273.2836320000001
722.484375,6.336555004,743.5270068
715.9202271,6.341413021,745.3415468
498.48388669999997,5.539646149,480.47745819999994
340.63220210000003,4.8721070289999995,305.1909501
237.3500977,4.443695068,210.1760057
145.344101,3.853199959,101.5384123
94.34204102,3.656529903,71.49147804
61.84149933,3.597080946,63.62704275
20.720230100000002,3.111319065,20.55356482
-0.581133723,2.7029008869999998,0.0
0.0,2.867815971,0.0
0.0,2.887980938,0.0
0.0,3.363503933,38.2029346
0.0,3.357517004,37.66601678
0.0,2.7077291010000004,0.0
0.0,3.314011097,33.93659262
0.0,3.721492052,80.73180816
3.054002047,3.064359903,18.39089268
0.0,2.56191206,0.0
0.0,2.3283500669999997,0.0
0.0,1.245074987,0.0
0.0,1.630573988,0.0
0.0,3.35353303,37.31190518
44.15911865,3.733042955,82.44553253
11.99777985,3.219695091,26.89151757
9.086398125,3.037610054,17.31668302
15.36458969,3.3529748919999998,37.26249846
60.49861908,3.774991035,88.84860154
6.421671867000001,3.229309082,27.54450303
0.0,3.725879908,81.38028826
82.1727066,3.824599028,96.78425339
82.61206055,3.935368061,115.9248507
243.4024963,4.8996558189999995,311.72560560000005
219.52389530000002,4.752534866,277.4519351
171.223999,4.363928795,193.7400562
286.2514954,5.031552792,343.78907369999996
321.07260130000003,5.208031178,388.7985314
367.15649410000003,5.378434181,434.69956349999995
550.1276245,6.011980057000001,628.0404829
481.9761963,5.722742081,535.4168718000001
439.91000369999995,5.601627827000001,498.7156619
541.378418,6.052215099,641.7442701
408.71740719999997,5.5575962070000005,485.722094
363.7973022,5.388604164,437.5183626
267.78430180000004,4.939517021,321.2787742
461.9674988,5.769215107000001,549.8825045
553.0142212000001,6.217425822999999,699.8278807
1.957460999,5.69215107,526.0118731000001
370.0716858,5.837799072,571.6285177999999
104.055603,3.518069983,54.04995998
50.99766159,3.24040103,28.31624535
357.70941160000007,5.181285858,381.8161733
538.0529175,5.85200882,576.1941592000001
538.5836182,5.98157692,618.7981884999999
531.1331177000001,5.896315098,590.5642042000001
427.857605,5.6836237910000005,523.4066286999999
397.78909300000004,5.452492237,455.43669860000006
453.89660639999994,5.685458183,523.9664687
301.71139530000005,5.121811867,366.49823260000005
327.57089229999997,5.296247959,412.251618
325.41821289999996,5.332054138,421.9595191000001
119.5457993,4.1349258419999995,148.4647521
56.63154984,3.7012729639999997,77.78343652
99.76674652,4.036222935,129.7544871
205.8901978,4.780965805,283.9572483
29.42983055,3.475649118,49.3201385
142.44970700000002,4.206460953000001,162.31749299999998
119.26540370000001,4.107018948,143.1282845
65.21666718,3.583017111,61.84926367
89.9489212,3.80298996,93.27910874
23.31409073,3.131200075,21.57547918
0.0,3.097289085,19.87046402
190.7586975,4.687550068,262.7881613
187.4593048,4.382316113,197.49679619999998
101.5820999,3.8356330389999997,98.6028634
79.29534149,3.71469593,79.73349162
102.5318985,3.864536047,103.45895959999999
75.01634216,3.399463892,41.54855662
121.9979019,3.5048229689999997,52.54203346
102.17060090000001,3.590080023,62.7381154
50.97906113,3.168039083,23.63622136
117.86769869999999,3.750610113,85.09276698
71.6452713,3.4515750410000003,46.76400271
85.75518799,3.677339077,74.37790848
0.0,2.069509983,0.0
0.0,2.555020094,0.0
0.0,2.73218894,0.0
0.0,2.8125960830000003,0.0
0.0,2.930428028,0.0
0.0,2.9151439669999997,0.0
0.0,2.400155067,0.0
0.0,2.331146955,0.0
0.0,2.555371046,0.0
0.0,2.736294985,0.0
0.0,3.1206359860000004,21.02459486
0.0,3.054706097,17.99001565
0.0,3.042362928,17.49918312
0.0,3.167139053,23.58328676
11.96080017,3.68276,75.14121744
83.66269684,3.8654170039999998,103.6090713
139.2713013,4.1651959419999995,154.2956878
137.709198,4.248292923,170.5374821
138.06300349999998,4.128970146,147.3227454
159.5877075,4.230893135,167.1075137
208.3392944,4.543719769,231.31148629999998
199.6091003,4.379971027,197.0166147
289.63180539999996,4.891781807,309.8522573
225.22610469999998,4.528644085,228.0874248
347.4281921,5.117162228,365.312684
421.0103149,5.696714878,527.4091334
407.7361145,5.726651192,536.6253668
426.4086914,5.824760914,567.4575768
430.68969730000003,5.699182034,528.1653326
589.8848877,6.185709953,688.4509727000001
504.6498108,6.019590855,630.6193972
527.4938965,5.968586922,614.4466934
472.3218079,5.60107708,498.55200369999994
1061.291992,7.64751482,1335.070431
1229.348999,8.11506176,1596.560186
1481.994995,8.503881454,1830.387683
1224.490967,8.018351555,1540.523352
992.6533203,7.32455492,1169.053387
810.991394,6.914599895,978.0034829
876.8740233999999,7.271286964,1142.942965
535.2813721,6.301366806,730.4599779
565.0300292999999,6.363818169,753.7433354
491.34741210000004,6.081560135,651.8480976
281.53961180000005,4.973139763,329.4282447
406.5169983,5.508201122000001,471.3621957
403.2625122,5.315848827,417.5522065
590.1055298,6.1936907770000005,691.3036519999999
357.5486145,5.252007961,400.40830639999996
203.2003021,4.416793823,204.59239309999998
44.65365982,3.556335926,58.56352264
0.0,1.505187988,0.0
0.0,1.19055903,0.0
0.0,2.371848106,0.0
0.0,2.222429991,0.0
0.0,2.787589073,0.0
85.90010071,3.950674057,118.7240628
466.17590329999996,5.793556213,557.5456606
234.2256012,4.377635002,196.5385955
149.29479980000002,3.922476053,113.59619920000002
434.0368958000001,5.536187172000001,479.47027599999996
324.85751339999996,5.028961182,343.1464035
563.6942749,5.777218819,552.3956613
418.28909300000004,5.231838226,395.0635211
354.71688839999996,5.014107227,339.47285510000006
169.88589480000002,4.13560915,148.595886
258.6578064,4.678155899,260.69163990000004
483.91180419999995,5.651154995,513.5517725
681.0817261,6.168536186,682.3354793999999
923.2619018999999,6.914065838,977.7687968
715.87677,6.291052818,726.6552687999999
613.7263793999999,6.023571014,631.9705385999999
601.1503296,5.753532887,544.9769761
415.8598938,5.428613186000001,448.6966976
597.2803955,5.844624996,573.8191144
407.31320189999997,5.2261371610000005,393.55895710000004
439.10171510000004,5.361138821,429.9267437
577.1151732999999,5.803506851,560.6956301
755.2006836,6.294487952999999,727.9211747
507.060791,5.743484973999999,541.8468552999999
533.2003784,5.755150795,545.4819301
795.9605713,6.587820053,840.7731722000001
1422.618042,7.688251972000001,1356.847935
1380.796021,7.680727005,1352.8095759999999
1405.8220210000002,7.610828876,1315.638258
1604.4530029999999,8.20361042,1648.662039
1806.640991,8.497857094,1826.6723190000002
2400.0629879999997,10.11233997,2859.996857
2398.321045,10.20234966,2911.633889
2257.185059,9.991398811,2786.7424149999997
2346.043945,9.908916473,2734.155912
2269.751953,9.591410637000001,2510.7297550000003
2784.685059,10.65328979,3135.783505
2617.25293,10.35490036,2993.744216
2734.292969,10.32188988,2976.540122
2019.277954,9.090638161000001,2202.5782329999997
1895.140991,9.10088253,2209.21862
1671.744019,8.449587822,1796.999244
2438.925049,9.919957161000001,2741.320877
3310.105957,12.00177956,3522.22645
3586.280029,12.77657986,3594.055536
3413.868896,11.97192955,3517.517429
2373.89502,9.653141975,2556.8737170000004
1952.866943,9.123544693,2223.920615
2014.218994,9.359781265,2378.0204
2443.236084,10.25743961,2942.058357
2668.7919920000004,10.59599972,3110.340223
2526.100098,10.3396101,2985.813532
3350.73999,11.87047958,3500.357383
3374.14209,12.02713013,3526.105868
3385.63501,12.00430965,3522.6185619999997
2581.927002,10.16835022,2892.4126760000004
2138.416016,9.520871162,2456.338654
1901.562012,9.198182106,2272.4538780000003
1725.347046,8.922856331,2094.38325
2494.863037,10.04343033,2818.8114570000002
3166.471924,11.45353985,3410.125818
3397.4719240000004,11.86425018,3499.2447950000005
2936.323975,11.0033102,3273.609475
1856.7919920000002,9.088079452999999,2200.920239
2130.26001,9.521576881,2456.891719
2574.810059,10.28040981,2954.484127
2038.859009,9.151041031,2241.780824
2295.89502,9.565608978,2491.042395
2599.704102,10.14910984,2881.383331
2569.350098,10.07293034,2836.620699
2195.927002,9.448180199,2435.972873
2002.831055,8.965286255,2121.636823
2366.865967,9.603902817,2520.176319
2861.01709,10.57030964,3098.6552149999998
2416.592041,9.680818558,2577.128021
2432.587891,9.914326668,2737.6718170000004
2526.667969,10.126480099999998,2868.269336
2753.295898,10.53759003,3083.522648
3316.759033,11.82532024,3492.135435
3521.0329590000006,12.59585953,3585.599318
3599.8930659999996,13.0404501,3600.0
3294.980957,11.94591045,3513.287457
3522.5520020000004,12.75790024,3593.404455
2916.959961,11.233090400000002,3348.677413
2992.306885,11.23507977,3349.2771329999996
2894.034912,11.30451965,3369.687083
3053.514893,11.4465704,3408.3346530000003
3602.172119,12.75555992,3593.31929
3601.6369630000004,13.20049,3600.0
3600.294922,13.21763992,3600.0
3596.823975,12.86180019,3596.382604
3321.705078,11.74660015,3476.926623
3292.3510739999997,11.48141956,3417.1944359999998
3464.295898,12.437370300000001,3574.149144
3228.342041,11.26263046,3357.496369
3560.174072,12.433010099999999,3573.779718
3409.052979,12.05266953,3529.903678
3381.9589840000003,11.96959972,3517.143436
3482.072021,12.42286015,3572.908328
3559.9729,12.46177006,3576.1622020000004
3315.199951,11.75912952,3479.422618
2901.958984,10.81326962,3202.450698
3171.49707,11.60081005,3445.743792
3570.569092,12.645090099999999,3588.3827109999997
3583.389893,12.96417999,3597.7962020000004
3465.0500490000004,12.68385029,3590.32003
3273.790039,11.87985992,3502.019775
3483.5649409999996,13.0614996,3600.0
3577.0039060000004,12.95479012,3597.728892
3447.8720700000003,12.09424973,3535.851353
3476.012939,11.85643959,3497.840076
3511.8710939999996,12.00922012,3523.376457
3368.9628909999997,11.70685959,3468.819176
3186.145996,11.26261997,3357.4932700000004
3362.7470700000003,11.74687004,3476.9806909999998
3252.770996,11.36182976,3385.774863
2972.331055,11.06750965,3295.760357
2610.262939,10.27250957,2950.227612
2562.595947,10.27723026,2952.7731940000003
2986.738037,10.99425983,3270.411564
2717.2548829999996,10.43113041,3032.311826
2311.419922,9.802800179,2663.265249
2424.4580079999996,10.03794003,2815.467318
2283.268066,9.903194427,2730.4270699999997
1975.769043,8.939483642999999,2105.0539289999997
1667.759033,8.265437126,1685.4662809999998
2247.791016,9.598560333,2516.143131
2770.116943,10.4703598,3051.537656
3032.415039,10.94746971,3253.5782050000003
3411.603027,11.78337955,3484.172204
3318.2971190000003,11.54763031,3433.368629
3036.24707,10.82256985,3206.1325269999998
3001.9370120000003,10.72025967,3164.466356
3326.110107,11.45102024,3409.47939
3259.7260739999997,11.39013004,3393.470591
3312.221924,12.12555981,3540.138978
3011.3588870000003,10.9640398,3259.597293
2252.559082,9.403030396,2406.359782
2732.520996,10.4618597,3047.407317
3478.563965,12.0862999,3534.7366479999996
3397.711914,11.89367008,3504.4389490000003
3475.053955,12.71343994,3591.649305
3569.478027,13.38107967,3600.0
3580.052979,13.44077969,3600.0
3602.577881,14.43109989,3600.0
3602.86792,14.66460037,3600.0
3596.769043,14.28180981,3600.0
3600.281006,14.00817966,3600.0
3599.9819340000004,14.22727013,3600.0
3602.8249509999996,15.10912991,3600.0
3602.323975,15.92020035,3600.0
3602.489014,16.40748024,3600.0
3543.6049799999996,16.09707069,3600.0
3461.687012,16.55750084,3600.0
3461.538086,16.66431999,3600.0
3463.3310549999997,16.7346096,3600.0
3461.2299799999996,16.60647964,3600.0
3461.454102,17.92025948,3600.0
3461.445068,17.20124054,3600.0
3461.305908,17.91629028,3600.0
3468.9580079999996,16.70486069,3600.0
3505.544922,15.03262997,3600.0
2513.425049,11.00741005,3275.051982
2413.62207,9.873700142,2711.038496
2082.290039,9.184157372,2263.321825
2423.780029,9.964247704,2769.671114
2236.875977,9.429178237999999,2423.506615
2683.3510739999997,10.02548981,2807.849279
2372.717041,9.627477646000001,2537.852903
2248.322998,9.198069572,2272.380581
3171.533936,11.843179699999999,3495.4304700000002
2957.0161129999997,10.60616016,3114.914308
2281.98291,9.311786652,2346.60889
3268.771973,11.24419975,3352.01571
2835.677002,10.17166042,2894.2991030000003
3302.6560059999997,11.93255043,3511.069875
3602.604004,14.26677036,3600.0
3333.341064,11.60165024,3445.934956
3439.3320310000004,11.53460979,3430.25553
3512.5371090000003,12.29899979,3560.975575
3567.187988,12.36550045,3567.6822399999996
3603.351074,14.47513962,3600.0
3400.3310549999997,11.51840973,3426.336187
2509.311035,9.240768433,2300.215696
3188.144043,11.69363022,3466.055546
3008.74292,12.18805981,3548.212411
2695.8911129999997,9.967513084,2771.736552
3250.949951,11.06552982,3295.0911309999997
2764.321045,10.17753029,2897.636237
1812.094971,8.579719543,1877.376906
2080.356934,9.402338982,2405.906504
2371.256104,9.910284042,2735.045541
2029.8809809999998,9.144025803,2237.22186
1690.0340579999997,8.370108604,1748.525441
1903.862061,8.806507111,2020.0795309999999
1867.572998,8.707891464,1957.6521940000002
1702.734985,8.454295157999999,1799.8854370000001
1431.963989,8.052224159,1560.043702
1581.5820310000001,8.322086334,1719.4808280000002
1849.3270260000002,8.666636467,1931.702082
1789.531006,8.611369133,1897.102366
1271.813965,7.841506004,1440.582232
1081.079956,7.543712139,1280.538505
2169.011963,9.516363144,2452.801485
2688.8588870000003,10.20028019,2910.473687
2549.98999,10.02143002,2805.354761
2129.139893,9.419171333,2416.9433649999996
2440.284912,10.07260036,2836.4229739999996
2313.738037,9.737549782,2617.818163
2521.822021,10.07837009,2839.8755100000003
2342.308105,9.912021637,2736.1750079999997
2342.177002,9.919033051,2740.722671
2570.910889,10.30167961,2965.855066
2741.075928,10.67572021,3145.5164489999997
3020.8278809999997,11.29701042,3367.5287270000003
3180.503906,11.66687012,3460.3657700000003
2743.864014,10.84129047,3213.480454
2773.193115,10.88939953,3231.9785699999998
2570.920898,10.41777992,3025.673199
2803.98999,10.82826042,3208.375036
2983.509033,11.41186047,3399.2694119999996
2841.887939,10.84204006,3213.772915
2805.011963,10.86804962,3223.837518
2870.250977,11.12250042,3313.999828
2726.362061,10.8341198,3210.675905
2983.4379879999997,11.244159699999999,3352.003721
3136.284912,11.51167965,3424.692893
3246.041016,11.81669044,3490.522785
3047.361084,11.34325981,3380.636164
2668.478027,10.45670986,3044.895408
3170.803955,11.40849018,3398.3762950000005
3208.040039,11.66802025,3460.6130630000002
3399.937012,12.08160019,3534.072688
3594.625977,12.56902981,3583.929357
3575.656982,12.49139023,3578.482731
3603.4160159999997,13.30405998,3600.0
3603.729004,13.28075981,3600.0
3604.414063,13.61069012,3600.0
3603.924072,13.51675034,3600.0
3597.499023,12.81632042,3595.27165
3598.177979,12.81326008,3595.18615
3340.51001,11.82495022,3492.0665630000003
2905.429932,10.82464027,3206.949333
2579.750977,10.08847046,2845.894946
2235.301025,9.336004257,2362.453497
1968.194946,8.870629311,2060.94841
2160.471924,9.122085571,2222.9735100000003
2382.491943,10.11503983,2861.5810309999997
2405.780029,10.3217001,2976.440325
2303.354004,9.817109108,2673.040614
2228.63501,9.481450081,2457.809196
1985.594971,8.965158463,2121.554623
1999.8809809999998,8.906176567000001,2083.691394
1990.343018,8.671499252,1934.755519
1979.709961,8.797018051,2014.0494800000001
1798.671021,8.463815689,1805.727795
1618.02002,8.0337286,1549.370474
1680.3489989999998,8.047498702999999,1557.3134929999999
1630.088013,8.203337669,1648.500435
1462.980957,7.677334785,1350.991406
1601.462036,7.913394928,1480.7983769999998
1881.6779789999998,8.715561867,1962.488159
1981.406006,8.982111931,2132.4656059999998
1898.718018,8.534276009,1849.172137
2078.054932,9.003152847,2146.023619
1984.782959,8.976951599,2129.143232
1713.9780269999999,8.520244598,1840.492316
1522.769043,8.108769417000001,1592.8860960000002
1589.241943,8.410793304,1773.277388
1497.677002,7.727565765,1378.059624
1490.755005,7.795862197999999,1415.352816
1143.947998,7.0549349779999995,1040.911378
939.5612183000001,6.641915797999999,862.6310777999998
1013.3270259999999,6.996568203,1014.444679
1130.375,7.522357941,1269.495894
1286.225952,8.044531822,1555.600481
1047.383057,7.2164258960000005,1116.468931
684.7852783,7.216404915,1116.458886
0.0,6.9931340220000004,1012.9009800000001
0.0,6.117482185,664.3417095
0.0,6.31906414,737.015087
0.0,6.289104939,725.9380073
0.0,6.275131226,720.8045057
0.0,6.554176807,827.3462479
0.0,6.9447579379999995,991.3134259999999
10.04380035,6.669585228,873.9402428999999
1061.810059,7.369204044,1191.253119
912.7197876,6.865096092000001,956.3983524
677.4113159,6.357944012000001,751.5352909
437.9444885,5.458684921000001,457.19302710000005
306.9587097,5.061775208,351.32199269999995
301.73889160000004,4.945128918,322.6331298
411.64120479999997,5.501788138999999,469.5144372
321.5031128,5.086197853,357.46131529999997
174.7991943,4.2174839969999995,164.4748341
186.3370056,4.350574017,191.0233275
150.302597,4.084194183,138.791131
94.55177307,3.6834099289999997,75.23304825
33.31090927,3.1532011030000002,22.78008154
81.27474976,3.4484629630000003,46.44033716
109.1044006,3.8877239230000002,107.4514666
0.0,1.517331004,0.0
0.0,1.921393991,0.0
17.63175011,3.8925940989999996,108.3009492
134.4588928,4.128985882,147.3257604
204.55439760000002,4.5132260319999995,224.8044642
101.6285019,3.586482048,62.28432095
0.0,3.54541111,57.25101782
0.0,2.9430949689999997,0.0
30.4423008,3.812247038,94.77152526
151.87910459999998,4.2904281619999995,178.9089606
216.14599610000002,4.67181921,259.2807406
84.97180939,3.8020939830000002,93.13538801
137.6539001,4.152512074,151.8469457
278.3469849,5.061950207,351.3658177
244.5939941,4.901712894,312.2157583
156.6038055,4.316456795,184.1274851
130.581604,4.144090176000001,150.22536609999997
131.6430054,4.183927059,157.9264291
162.6976013,4.314430237,183.7198679
203.5762024,4.589175224,241.11743289999998
171.3453979,4.436538219,208.68644640000002
235.04049680000003,4.86106205,302.5864116
280.4016113,5.033690929,344.3196807
372.1051025,5.424862862,447.6428061000001
539.4467772999999,6.002754211,624.9226179999999
610.7982787999999,6.272908211,719.98978
580.6770019999999,6.232818127000001,705.3881846
452.09719850000005,5.953204155,609.3169932999999
330.5398865,5.382568836,435.8444585
294.5559082,5.26761198,404.566671
411.5223083,5.904510975,593.2448483
376.63031010000003,5.663376808,517.2492692
347.2756958,5.490834236,466.3670654
242.32820130000002,4.890789032,309.6163805
272.6372986,5.196582793999999,385.80251789999994
89.20778656,4.132744789,148.04633590000003
67.51039886,4.071881771,136.4616556
54.05355072,3.956084013,119.7224196
19.44441986,3.6168920989999997,66.18501616
-0.020599989,2.673188925,0.0
0.0,2.775540113,0.0
0.0,3.036770105,17.28480662
0.0,3.229835987,27.58071806
0.0,3.16275692,23.32740663
0.0,2.901132107,0.0
0.0,2.544789076,0.0
0.0,2.181968927,0.0
0.0,2.346813917,0.0
0.0,2.573858023,0.0
0.0,2.550170898,0.0
0.0,1.876724005,0.0
0.0,1.7482780219999998,0.0
0.0,2.121946096,0.0
0.0,1.9270980359999998,0.0
0.0,1.8976379630000002,0.0
0.0,1.431041002,0.0
0.0,1.070086956,0.0
0.0,1.428168058,0.0
0.0,1.623095989,0.0
0.0,1.943801045,0.0
0.0,2.136253119,0.0
0.0,2.154294014,0.0
0.0,2.606790066,0.0
0.0,2.250422955,0.0
0.0,2.1719839569999997,0.0
0.0,2.571213007,0.0
0.0,2.7168929580000003,0.0
0.0,3.648665905,70.41870546
0.0,2.9247128960000004,0.0
0.0,3.013195038,16.43616993
15.30873013,3.730015039,81.99423789
70.41497803,4.081997871,138.37507769999996
133.079895,4.494075775,220.7467936
109.7767029,3.774066925,88.70450996
94.27169037,3.83119607,97.86922674
