LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
1278.89502,9.072306633,2190.7047629999997
2832.934082,10.34463024,2988.424599
3205.9729,11.10330963,3307.71074
3149.284912,11.06910992,3296.300642
3273.6560059999997,11.32581043,3375.7429009999996
3114.099121,11.01513958,3277.761152
3111.060059,10.90725994,3238.706158
3361.0119630000004,11.76941013,3481.4492299999997
3421.419922,11.87483025,3501.130346
3520.148926,12.16926003,3545.8515549999997
3589.4270020000004,12.82061958,3595.3894659999996
3495.115967,12.57161999,3584.095307
3298.761963,11.39929962,3395.929165
2894.440918,10.54543018,3087.174334
3486.6289060000004,12.30932999,3562.063389
3455.2470700000003,12.168319699999998,3545.7319479999996
3556.785889,12.28707981,3559.699203
3375.5820310000004,12.01319027,3523.986209
3493.979004,12.21352959,3551.3187340000004
3549.147949,12.93774033,3597.5745899999997
3483.315918,13.66942024,3600.0
3589.858887,13.69785976,3600.0
3584.235107,12.75835991,3593.421089
3599.008057,12.76517963,3593.6642380000003
3602.637939,13.07721996,3600.0
3550.563965,12.59340954,3585.451317
3552.7829590000006,12.51366997,3580.1395810000004
3585.010986,12.53439999,3581.613183
3421.176025,11.96442986,3516.3102
3406.040039,11.94577026,3513.264349
3515.610107,12.20707989,3550.542117
3515.9650880000004,12.275150300000002,3558.399068
3475.4189450000003,12.72264004,3592.036307
3471.156982,12.26537037,3557.31619
3281.7548829999996,11.70368958,3468.1599130000004
2955.11499,10.96352959,3259.412905
3061.735107,11.29796982,3367.805139
2679.110107,10.66594982,3141.292611
2721.081055,10.8332901,3210.350601
2649.136963,10.57837009,3102.339998
2707.74292,10.38854027,3010.962279
2508.832031,10.08041954,2841.099422
2316.6479489999997,9.838738441,2687.688082
3081.542969,11.43999958,3406.637064
3397.6389159999994,11.94402981,3512.977172
3391.716064,11.85929012,3498.3539939999996
3587.510986,12.81147957,3595.135782
3603.112061,12.91353989,3597.2843810000004
3591.093018,12.72832012,3592.269026
3221.044922,11.66357994,3459.6569719999998
2887.7338870000003,11.095230099999998,3305.0386120000003
2364.534912,10.16094971,2888.183469
1935.847046,9.202415466,2275.211448
1549.480957,8.539284706,1852.2738510000001
1625.755981,8.809141159,2021.754239
1994.222046,9.608460426,2523.60898
2362.0,9.844923973,2691.848533
2097.771973,9.338670731,2364.198743
1564.590942,8.424916267,1781.899877
1107.474976,7.656233788,1339.713949
1303.116943,8.144581795,1613.847713
1561.182007,8.54713726,1857.140175
1544.999023,8.381804466,1755.627598
1456.7380369999998,7.850449085,1445.553534
1795.644043,8.656551361,1925.374082
2773.291016,10.92311954,3244.617174
2782.568115,10.4051199,3019.332696
2446.424072,9.498130798,2468.761378
3412.39209,11.93025017,3510.684928
3255.337891,11.07629013,3298.7177920000004
2796.876953,10.45788002,3045.466801
2467.954102,9.791149139,2655.255241
1278.8869630000002,7.626486777999999,1323.911052
1042.537964,7.287635803,1150.913828
609.0761719,6.2282090189999995,703.7205269
175.4407043,4.47162199,216.01707230000002
112.1109009,4.127829075,147.1041396
271.91711430000004,5.032844067,344.1094784
737.4487915,6.267045021,717.8434981
1375.579956,7.763337135,1397.52319
1520.890015,8.21955204,1658.1191119999999
1349.112061,7.974888802000001,1515.649475
889.1298218000001,6.794364928999999,926.0444806
412.115509,5.536108017,479.44724069999995
444.60360719999994,5.491714954,466.61971370000003
655.7307129,6.076754093,650.1870230000001
882.5654297,6.69093895,882.7282324999999
998.3845825,6.848011971,949.0116113
1193.3959960000002,7.759384155,1395.364787
1122.712036,7.417626857999999,1215.659509
1214.125977,7.472226142999999,1243.600054
1086.307007,7.080772877,1052.7680269999998
1060.6030269999999,7.053721905,1040.356847
1451.713989,7.766314982999999,1399.150382
1361.459961,7.833246231,1435.9988779999999
1490.569946,7.959300995,1506.7768529999998
1153.139038,7.283742905,1149.012424
953.9760132000001,7.001252173999999,1016.552582
799.0856934,6.758135796,910.7282546
616.2548218,6.179992199,686.4114027
646.9244995,6.301719189,730.5901706000001
1323.682007,7.5177769660000004,1267.134969
1568.885986,8.094202995,1584.395551
1580.902954,7.854953766,1448.061049
1495.180054,7.719468117000001,1373.675076
2063.868896,8.847901344,2046.438946
2368.76001,9.631019592000001,2540.491731
2516.419922,9.767664909,2638.971731
2108.770996,9.185004233999999,2263.873095
2568.111084,9.927650452,2746.29034
3445.219971,12.03275967,3526.952507
2994.106934,10.87308979,3225.769174
2594.9370120000003,10.38061047,3006.9319149999997
2326.825928,10.34302044,2987.5880829999996
1941.463989,9.283791542000001,2328.307526
1581.487061,8.263951302,1684.577838
1013.286987,7.161077023,1090.179344
375.6176147,5.5021519660000004,469.61916439999993
198.1511993,4.645584106,253.46724249999997
87.44045258,3.847867012,100.642022
189.1378021,4.553710938,233.4558636
434.4317932,5.735952854,539.5070618999999
336.5007935,5.0579690930000005,350.3694191
296.61010739999995,4.922440052,317.17180279999997
92.92400359999999,3.821350098,96.25248176
85.70230103,3.580841064,61.57702143
309.5114136,4.716145039,269.2057367
381.17260739999995,5.080855846,356.11445299999997
417.2662964,5.3432679180000004,425.02260870000003
446.343811,5.4527120589999996,455.49898360000003
206.6020966,4.29698801,180.2207304
251.3757019,4.736260891000001,273.7530825
275.0136108,4.7805628780000005,283.8646662
314.2744141,4.894141197,310.41311989999997
238.78230290000002,4.487487793000001,219.355975
409.02648930000004,5.314783096,417.2631565
506.4703063999999,5.711400986,531.9193571000001
427.95669560000005,5.374886036,433.7182755
952.2675780999999,6.895505905,969.6346499
1019.9050289999999,7.240921021,1128.237686
1015.3579710000001,6.709988117000001,890.6123117999999
979.7229004000001,6.851963043,950.7168123
379.40789789999997,5.078312874,355.4740901
841.5977783,6.521288872,814.34348
672.6187744,6.171179771,683.2747912000001
452.07861330000003,5.4492430689999996,454.5165791
558.9979248,5.8511281010000005,575.9105762
331.71929930000005,5.094088078,359.454764
212.10069269999997,4.598594189,243.1654974
79.72102356,3.6297020910000004,67.87244481
183.0128021,4.4726500510000005,216.23297200000002
279.19601439999997,4.918616772,316.25525580000004
460.2166138,5.625835896,505.9378767
647.7111206000001,6.316774845,736.1652234000001
685.0780029,6.237164974,706.9630417999999
709.8339844,6.449378014,786.3313199
493.35559079999996,5.782717227999999,554.1258994
366.0793152,5.346119881,425.80337699999995
183.0379028,4.379333019,196.8860292
7.347679137999999,3.011370897,16.3742125
0.0,3.743307114,83.98626485
12.34420013,3.24625206,28.73127208
-0.39306759799999996,2.1858880519999997,0.0
0.0,2.1420159340000002,0.0
0.0,2.501405954,0.0
0.0,2.668577909,0.0
0.0,3.0340030189999996,17.18059304
0.0,3.197354078,25.43122108
0.0,3.9078109260000002,110.97960390000001
65.98790741,3.801294088,93.00718811
157.8495026,4.43715477,208.8146524
50.42205048,3.6779060360000004,74.4575207
88.1881485,4.115369797,144.72126310000002
242.31329350000001,4.987364769,332.90159930000004
262.80191040000005,4.871101856,304.9535561
584.6671142999999,5.9212989810000005,598.7577677
298.586792,5.030583858,343.5487361
279.7724915,4.997858047,335.4735677
823.4796142999999,6.4343771929999996,780.5598676
883.265625,6.9966368679999995,1014.475559
1155.17395,7.625429153,1323.3512699999999
1400.389038,8.103025436,1589.535548
1205.10498,7.518618107000001,1267.568261
1292.051025,7.688251019,1356.847422
1856.177002,8.459005356,1802.7750460000002
1928.175049,9.077300072,2193.9378899999997
1604.427002,8.439414978,1790.7677059999999
1599.9959720000002,7.987431049,1522.807198
1456.094971,7.9399828910000005,1495.8169050000001
1386.623047,7.719861984,1373.888155
1460.360962,7.774147033999999,1403.435097
1894.7950440000002,8.582259178,1878.957276
1760.4229739999998,8.339191437,1729.8045769999999
2010.977051,9.083572388,2198.000295
1828.81604,8.675281525,1937.131478
1960.692993,9.150783538999999,2241.6134620000003
1900.447998,9.191649437,2268.199522
1549.958008,8.260289192,1682.388913
1692.6889649999998,8.48968792,1821.638384
1931.0839839999999,8.78850174,2008.641646
2060.1479489999997,8.9564991,2115.986258
2069.625,9.095618248,2205.805875
2037.266968,8.725904465,1969.014282
1594.845947,8.112092018,1594.8256800000001
994.5827026000001,6.856678962999999,952.7545786000001
1137.285034,7.279873847999999,1147.124788
1267.858032,7.534298897,1275.663238
1002.463013,6.945837021,991.791762
1172.3480220000001,7.085527897,1054.959522
1252.139038,7.4069042210000005,1210.225036
1121.166992,6.934106827000001,986.5997761
1183.0209960000002,7.151297092,1085.577233
932.3084106000001,6.571721077,834.3322217
989.5076903999999,6.759712219,911.3914755000001
750.5510254,6.414824962999999,773.0743738
825.7661743,6.523455143,815.1962332
1116.487061,7.0629491810000005,1044.5796970000001
986.7598877,6.692947865,883.5576993999999
1018.1450199999999,6.809185982000001,932.3551445
659.1777954,6.096306801,656.9602747
729.4874267999999,6.142684937,673.1894828
864.5026244999999,6.430369853999999,779.022258
1342.239014,7.538290977000001,1277.7293550000002
1279.0980220000001,7.363255978,1188.2789699999998
1351.391968,7.46066618,1237.6466460000001
1039.727051,7.031758785,1030.3497220000002
876.0166016000001,6.874794006,960.6072518
754.0079956000001,6.345135212000001,746.7335706
1122.334961,7.185342789,1101.653759
907.7965697999999,6.6354141239999995,859.9864071000001
1009.737,6.927267075,983.5802763
1806.9899899999998,8.333586692999999,1726.419178
2374.8439940000003,9.532950401,2465.780065
1779.2089839999999,8.42602253,1782.5759329999998
1334.980957,7.4940800670000005,1254.9108720000002
1562.9470210000002,8.009915352,1535.679929
1562.116943,7.944521904,1498.388472
1464.977051,7.72806406,1378.329691
1312.358032,7.462277889,1238.4754560000001
767.0369873,6.420166968999999,775.1153796
283.2593079,4.7484622000000005,276.5245875
687.1071777000001,6.264211177999999,716.8074667999999
465.75360109999997,5.50088501,469.25452479999996
355.62200930000006,5.27207613,405.760119
467.82519529999996,5.701906204,529.0010043000001
865.3469848999999,6.579235077000001,837.3348199
1512.972046,7.678398132000001,1351.561187
1491.698975,7.89579916,1470.901705
2004.44104,8.964849472000001,2121.355873
1581.483032,8.083142281,1577.962305
1431.6209720000002,7.799798965,1417.519324
1523.7929689999999,7.978303909,1517.596799
1693.2709960000002,8.155491828999999,1620.2578330000001
1775.037964,8.248645782,1675.437185
1875.410034,8.495847702,1825.4336620000001
1558.057983,7.96182394,1508.211169
1811.088989,8.35203743,1737.573598
1686.125977,8.135239601,1608.367728
2362.262939,9.599003792000001,2516.4782960000002
2000.8649899999998,8.982050896,2132.426304
1169.964966,7.2846632,1149.4617289999999
1309.223999,7.521474838,1269.040544
759.0145263999999,6.215313911,699.0669586
498.19030760000004,5.501014232999999,469.29170939999995
332.48208619999997,5.106607914,362.62797589999997
253.58450319999997,4.649808884,254.40039930000003
180.4122925,4.374350071,195.8669199
258.3656921,4.833168983,296.04765289999995
133.00529479999997,4.907478809,313.59128430000004
0.0,2.8881120680000003,0.0
0.0,2.386636019,0.0
0.0,2.476815939,0.0
0.0,1.77384305,0.0
0.0,2.48486495,0.0
0.0,2.7645120619999997,0.0
0.0,2.5070889,0.0
0.0,3.441704035,45.74272546
0.0,2.484878063,0.0
0.0,2.436743021,0.0
0.0,2.359375954,0.0
0.0,3.021173,16.71339969
0.0,3.3953199389999997,41.15246635
0.0,3.413508892,42.91145285
0.0,5.160031796,376.3091657
0.0,5.161472797,376.6813732
0.0,5.414981842,444.87213660000003
0.0,6.7786211970000005,919.3695705
0.0,4.436894894,208.7606108
210.7194977,5.013915062,339.4254412
338.65008539999997,5.274309158,406.3577312
518.5518188,5.915596962,596.8819872
504.067688,5.8582119939999995,578.1937936
446.7330017,5.650877952999999,513.468126
705.7045287999999,6.349774837000001,748.4708007999999
795.3168945,6.636434078,860.4009722999999
1012.676025,7.010248184,1020.608833
1240.823975,7.559226036,1288.599129
1282.074951,7.4040040970000005,1208.758132
941.5869141000001,6.80051899,928.6616421
590.8366699,5.82537508,567.653659
650.5629272000001,6.080101967,651.3438616000001
871.5112305,6.582440853,838.6177863
914.1212158,6.6432042120000006,863.1557364
835.84198,6.345364094,746.8192169
624.9906006,6.042553902000001,638.4379438
591.9558716,5.757640839,546.2595924
509.34909060000007,5.6942491529999995,526.6539705
1190.81604,7.068666935,1047.201966
963.7324829,6.6415510179999995,862.4825689999999
980.9760742000001,6.690164089,882.4084228
777.8479004,6.36333704,753.5623423
980.2238769999999,6.827414036,940.1524784
962.4301757999999,6.71631813,893.2415095000001
462.76989749999996,5.415152073,444.919796
1139.240967,6.953413962999999,995.1545635
1418.631958,7.42373991,1218.765432
1716.1390379999998,8.381437302,1755.4044760000002
1312.7910160000001,7.493074893999999,1254.389015
1222.0209960000002,7.380391121000001,1196.860929
703.7221069,6.244694233,709.6956845999999
470.8012085,5.493409157,467.1059234
387.34021,5.124141216,367.09281119999997
402.4747925,5.285066128,409.242485
460.2911987,5.5397949220000005,480.52080290000004
619.8723755,6.0156731610000005,629.2911153
470.20010379999997,5.59703207,497.3508864
691.0140991000001,6.277314186,721.6050696000001
826.9951782,6.49335289,803.3932557999999
892.4243774,6.7865910529999995,922.7448934
907.1884154999999,6.7644019129999995,913.3662188999999
545.2653197999999,5.724936962,536.095229
688.8358154,6.238166809,707.326293
591.9088745,5.945401192,606.7245763999999
660.6942749,6.17223978,683.651641
747.4074707000001,6.351617813,749.1615205
1174.243042,7.168983936,1093.9094929999999
873.4810181,6.6292219160000005,857.4721041000001
845.2050171,6.55459404,827.511985
837.0637207000001,6.395040989,765.5427556
949.4943237,6.7971010210000005,927.2075123
1045.36499,6.9204649929999995,980.5831563999999
791.0836182,6.2783298489999995,721.977722
994.7495728,6.682812214,879.3775226
933.4232178,6.721062183,895.2150303999999
1049.432983,7.1317968370000004,1076.439327
671.7241211,6.148598194,675.2752484
966.8311767999999,6.896099091,969.8939666000001
982.2590941999999,6.926294803999999,983.1515252
825.6619262999999,6.567954062999999,832.8293133999999
723.1392212000001,6.3989310260000005,767.0202867
418.64120479999997,5.446605206,453.77027460000005
327.2762146,5.108693123,363.1576895
388.316803,5.232514858,395.2422704
167.2218018,4.243929863,169.67593430000002
137.2467957,4.1370930669999995,148.8807431
130.7671051,4.160939217,153.4730055
117.8118973,4.124106884,146.3914796
111.3429031,4.126059055,146.7651643
114.2955017,4.2047038080000005,161.97416819999998
143.7870941,4.355268002,191.97708659999998
88.93582916,3.952167034,118.99911000000002
183.66999819999998,4.434104919,208.1806792
82.14437866,3.678040981,74.47647719
139.9472046,4.063600063,134.8987308
434.50109860000003,5.488460064,465.68634979999996
474.0610962,5.625834942000001,505.9375911
415.14999389999997,5.394489765,439.15384230000006
435.0263977,5.4572649,456.78998310000003
402.3875122,5.450904846,454.9870522
257.2170105,4.76416111,280.1054557
137.417099,4.101181984,142.01681069999998
102.3587036,3.9411230089999996,116.9729377
92.7376709,3.87789607,105.7487951
78.11549377,3.836927891,98.81755605
110.31169890000001,4.130588055,147.6328107
102.552803,4.081981182,138.371917
77.85061646,3.839956999,99.32084475
81.45278168,3.975877047,123.4149463
66.64151001,3.8206889630000003,96.14447672
90.01490784,3.98053503,124.2930366
112.03420259999999,4.142834187,149.98382969999997
82.11415863,3.929188967,114.8054178
13.93430996,3.2273941039999996,27.41325761
0.0,2.693974972,0.0
0.0,3.76078701,86.64893432
55.44535065,3.734816074,82.71048743
22.78053093,3.310203075,33.62457425
0.0,2.664561987,0.0
0.0,3.1401619910000003,22.05681442
0.0,2.6326100830000003,0.0
0.0,1.738193035,0.0
0.0,1.935835004,0.0
0.0,1.757176995,0.0
0.0,1.542072058,0.0
0.0,1.623093009,0.0
0.0,2.062084913,0.0
0.0,2.059083939,0.0
0.0,2.153846025,0.0
0.0,2.0473639969999997,0.0
0.0,1.635233045,0.0
0.0,0.8386815790000001,0.0
0.0,1.287089944,0.0
0.0,1.370728016,0.0
0.0,2.464360952,0.0
0.0,3.067440033,18.5219337
0.0,2.977355957,0.0
0.0,2.8960759639999996,0.0
0.0,2.2018558980000003,0.0
0.0,3.4180409910000003,43.35797331
0.0,3.2096569539999997,26.22550558
0.0,3.092607975,19.64955416
0.0,2.95758605,0.0
0.0,3.8027100560000004,93.23419656
0.0,2.6815190319999997,0.0
0.0,2.1746571059999997,0.0
0.0,2.12748909,0.0
0.0,1.911278009,0.0
0.0,1.717532039,0.0
0.0,1.9537839890000002,0.0
0.0,2.104336023,0.0
0.0,2.1736340519999997,0.0
0.0,1.7860310080000001,0.0
0.0,1.511755943,0.0
0.0,1.59967804,0.0
0.0,1.383831024,0.0
0.0,1.28223002,0.0
0.0,1.7680300469999999,0.0
0.0,1.630704045,0.0
0.0,1.4338970180000001,0.0
0.0,1.6692229509999998,0.0
0.0,1.545390964,0.0
0.0,1.981886983,0.0
0.0,2.633574963,0.0
0.0,2.414356947,0.0
0.0,2.152529955,0.0
0.0,2.1201260090000003,0.0
0.0,2.23940897,0.0
0.0,2.801307917,0.0
0.0,3.201854944,25.7189917
0.0,2.875705957,0.0
0.0,2.854813099,0.0
0.0,2.863102913,0.0
0.0,2.499380112,0.0
0.0,2.9282090660000004,0.0
0.0,2.825680017,0.0
0.0,2.271142006,0.0
0.0,2.446209908,0.0
0.0,2.8778779510000003,0.0
0.0,2.957370043,0.0
0.0,3.568568945,60.05585785
0.0,2.449913979,0.0
0.0,1.791203976,0.0
0.0,1.9301899669999998,0.0
0.0,1.660967946,0.0
0.0,2.148116112,0.0
0.0,2.624979019,0.0
0.0,2.289019108,0.0
0.0,2.671096087,0.0
0.0,2.723583937,0.0
0.0,2.813057899,0.0
0.0,2.679502964,0.0
0.0,2.554055929,0.0
0.0,2.3304970259999997,0.0
0.0,1.548683047,0.0
0.0,1.566717982,0.0
0.0,2.107630014,0.0
0.0,1.79004705,0.0
0.0,1.783530951,0.0
0.0,1.452373028,0.0
0.0,2.141073942,0.0
0.0,2.596193075,0.0
0.0,2.092180014,0.0
0.0,1.928406954,0.0
0.0,1.896306992,0.0
0.0,1.386492014,0.0
0.0,1.3835070130000002,0.0
0.0,1.2081170079999999,0.0
0.0,1.212676048,0.0
0.0,1.216743946,0.0
0.0,0.8581714029999999,0.0
0.0,0.528895795,0.0
0.0,0.724772871,0.0
0.0,1.208716989,0.0
0.0,0.6809914709999999,0.0
0.0,1.802721024,0.0
0.0,1.805271029,0.0
0.0,0.772655725,0.0
0.0,0.6776608820000001,0.0
0.0,0.850723088,0.0
0.0,0.7786285279999999,0.0
0.0,0.66154331,0.0
0.0,0.662026227,0.0
0.0,0.7369347209999999,0.0
0.0,0.370373189,0.0
0.0,0.665686607,0.0
0.0,0.46082541299999996,0.0
0.0,0.943695188,0.0
0.0,0.963562727,0.0
0.0,1.55261898,0.0
0.0,2.17685008,0.0
0.0,1.6293649669999999,0.0
0.0,0.813819528,0.0
0.0,0.5694591999999999,0.0
0.0,0.97145462,0.0
0.0,0.521273315,0.0
0.0,0.338039011,0.0
0.0,0.53250438,0.0
0.0,0.552247524,0.0
0.0,1.139093041,0.0
0.0,2.34425211,0.0
0.0,3.646318913,70.10045613
47.90932846,4.016671181,126.1014106
12.95296001,3.279254913,31.17482176
0.0,2.305548906,0.0
0.0,1.726174951,0.0
0.0,1.396111012,0.0
